yearID,retroID,type,Column7,to-league,teamIDretro,to-league8,draft-type,draft-round,pick-number10
1983,lydem001,Da,,,NYA,AL,,4,
1985,macfm001,Da,,,KCA,AL,,4,
1972,machd101,Da,,,CAL,AL,,4,
1969,mackp101,Da,,,WS2,AL,,4,
2004,marsl001,Da,,,PHI,NL,,4,
2005,maxwj002,Da,,,WAS,NL,,4,
2001,mcbem001,Da,,,OAK,AL,,4,
1982,mccak001,Da,,,CAL,AL,,4,
1974,mccod101,Da,,,PHI,NL,,4,
2003,mccrb001,Da,,,BAL,AL,,4,
1993,mcdoj002,Da,,,OAK,AL,,4,
1969,mckej103,Da,,,PIT,NL,,4,
2002,mclem003,Da,,,HOU,NL,,4,
1968,mcqum103,Da,,,ATL,NL,,4,
1999,menck001,Da,,,TEX,AL,,4,
1969,meolr101,Da,,,CAL,AL,,4,
1978,merir001,Da,,,HOU,NL,,4,
1972,meyed001,Da,,,DET,AL,,4,
1998,michj001,Da,,,PHI,NL,,4,
2007,millb001,Da,,,TOR,AL,,4,
2000,millj003,Da,,,MIN,AL,,4,
2003,millj004,Da,,,FLO,NL,,4,
2000,minez001,Da,,,ATL,NL,,4,
1982,mitcc001,Da,,,BOS,AL,,4,
1987,mitck002,Da,,,ATL,NL,,4,
1969,moatd101,Da,,,WS2,AL,S,4,
2000,moliy001,Da,,,SLN,NL,,4,
1991,mulls001,Da,,,SDN,NL,,4,
1971,mumpj001,Da,,,SLN,NL,,4,
1990,myerm001,Da,,,SFN,NL,,4,
1996,nealb001,Da,,,FLO,NL,,4,
2001,nelsb002,Da,,,MIL,NL,,4,
1996,nelsj002,Da,,,ATL,NL,,4,
1981,nelsr001,Da,,,SEA,AL,,4,
1965,nettg001,Da,,,MIN,AL,,4,
1968,nettj101,Da,,,MIN,AL,,4,
1986,newsw001,Da,,,SDN,NL,,4,
1980,nichc001,Da,,,BAL,AL,,4,
2000,nix-l001,Da,,,TEX,AL,,4,
2001,nolar001,Da,,,CHN,NL,,4,
1975,noled001,Da,,,PHI,NL,,4,
1966,norij101,Da,,,CIN,NL,S,4,
2007,norrd001,Da,,,WAS,NL,,4,
1969,obrib103,Da,,,LAN,NL,,4,
1970,offir101,Da,,,ATL,NL,,4,
2004,ohler001,Da,,,ARI,NL,,4,
1990,ojalk001,Da,,,NYA,AL,,4,
1981,oneip001,Da,,,CIN,NL,,4,
1995,ortir001,Da,,,SFN,NL,,4,
1995,ostij001,Da,,,ATL,NL,,4,
1992,owene001,Da,,,CIN,NL,,4,
1974,pacej001,Da,,,NYN,NL,,4,
1999,pagaa001,Da,,,NYN,NL,,4,
1976,pankj001,Da,,,HOU,NL,,4,
2003,papej001,Da,,,BOS,AL,,4,
1979,parem001,Da,,,SDN,NL,,4,
1996,parkc003,Da,,,MON,NL,,4,
1965,parkh101,Da,,,SLN,NL,,4,
2004,parrj004,Da,,,ATL,NL,,4,
1976,pateb101,Da,,,MON,NL,,4,
2003,paulx001,Da,,,LAN,NL,,4,
2005,pendl001,Da,,,NYA,AL,,4,
2002,petea002,Da,,,TOR,AL,,4,
2007,peteb001,Da,,,FLO,NL,,4,
1976,petrd001,Da,,,DET,AL,,4,
1988,philj001,Da,,,CAL,AL,,4,
1981,plune001,Da,,,NYA,AL,,4,
1970,poqut101,Da,,,KCA,AL,,4,
1994,powej002,Da,,,MON,NL,,4,
1979,presj001,Da,,,SEA,AL,,4,
1977,pricj001,Da,,,CIN,NL,,4,
1984,print001,Da,,,PIT,NL,S,4,
2001,rabem001,Da,,,DET,AL,,4,
1965,rathf101,Da,,,CHA,AL,,4,
1979,ray-l101,Da,,,HOU,NL,,4,
1975,rayff001,Da,,,CAL,AL,,4,
1991,relad001,Da,,,SEA,AL,,4,
2001,resoc001,Da,,,FLO,NL,,4,
1968,reusp101,Da,,,CHN,NL,S,4,
1966,reynk101,Da,,,PHI,NL,,4,
1987,riccc001,Da,,,BAL,AL,,4,
1974,rileg001,Da,,,CHN,NL,,4,
1985,ritcw001,Da,,,PHI,NL,,4,
1985,ritzk001,Da,,,DET,AL,S,4,
1979,robea001,Da,,,TOR,AL,,4,
1977,rohnd001,Da,,,CHN,NL,,4,
1986,roses001,Da,,,NYA,AL,,4,
1999,rossc001,Da,,,DET,AL,,4,
1975,rozed001,Da,,,DET,AL,S,4,
1988,ruffj001,Da,,,CHA,AL,,4,
2009,rusic001,Da,,,CHN,NL,,4,
2005,sancg001,Da,,,FLO,NL,,4,
1997,santa002,Da,,,BOS,AL,,4,
1991,schag001,Da,,,PHI,NL,,4,
2003,schlt001,Da,,,TBA,AL,,4,
1987,schrs001,Da,,,CHA,AL,,4,
1976,seamk101,Da,,,NYN,NL,S,4,
1986,seanr001,Da,,,CLE,AL,,4,
1991,seelc001,Da,,,ATL,NL,,4,
1992,sheea001,Da,,,SEA,AL,,4,
1995,sikob001,Da,,,HOU,NL,,4,
1970,simps101,Da,,,SDN,NL,,4,
1981,smajc001,Da,,,CHA,AL,,4,
1975,smalh101,Da,,,ATL,NL,,4,
1995,smarj001,Da,,,MON,NL,,4,
1998,smitb004,Da,,,SLN,NL,,4,
2002,smitc002,Da,,,BOS,AL,,4,
1972,smitk101,Da,,,TEX,AL,S,4,
2000,smitm006,Da,,,NYA,AL,,4,
1977,smito001,Da,,,SDN,NL,,4,
1999,smyts001,Da,,,CHN,NL,,4,
1986,sorrp001,Da,,,CAL,AL,,4,
1996,stard001,Da,,,SEA,AL,,4,
1969,steib001,Da,,,SLN,NL,,4,
1994,stonr001,Da,,,LAN,NL,,4,
1969,stons101,Da,,,SFN,NL,S,4,
1983,tannb001,Da,,,CHA,AL,,4,
1982,taylt001,Da,,,SEA,AL,,4,
1997,teutn001,Da,,,CHN,NL,,4,
1985,thigb001,Da,,,CHA,AL,,4,
1975,thomj001,Da,,,DET,AL,,4,
2005,thomj006,Da,,,SEA,AL,,4,
1996,thurc001,Da,,,KCA,AL,,4,
1999,thurj001,Da,,,LAN,NL,,4,
1967,tidrd001,Da,,,CLE,AL,S,4,
2004,timpc001,Da,,,SFN,NL,,4,
1998,torra001,Da,,,DET,AL,,4,
1977,tracj101,Da,,,CHN,NL,,4,
1994,tream001,Da,,,KCA,AL,,4,
1987,trlir001,Da,,,PHI,NL,,4,
1978,ujduj001,Da,,,DET,AL,,4,
1971,vailm001,Da,,,SLN,NL,S,4,
2000,vancc001,Da,,,COL,NL,,4,
1965,vaugc101,Da,,,MLN,NL,,4,
1986,vered001,Da,,,OAK,AL,,4,
1996,vinik001,Da,,,SFN,NL,,4,
1977,vukog001,Da,,,PHI,NL,,4,
1969,wallm102,Da,,,PHI,NL,,4,
1977,wallt002,Da,,,SLN,NL,,4,
1966,wardj101,Da,,,DET,AL,,4,
2009,warra001,Da,,,NYA,AL,,4,
1984,wayng001,Da,,,MON,NL,,4,
2004,webbr001,Da,,,OAK,AL,,4,
2000,wellt002,Da,,,CHN,NL,,4,
1992,wengd001,Da,,,OAK,AL,,4,
1983,westd001,Da,,,NYN,NL,,4,
2005,whelk001,Da,,,DET,AL,,4,
2008,wielj001,Da,,,TEX,AL,,4,
1976,wilbt101,Da,,,NYA,AL,,4,
1983,wilkb001,Da,,,SEA,AL,,4,
1980,wilkc001,Da,,,TEX,AL,,4,
1982,willm004,Da,,,SDN,NL,,4,
1992,willm006,Da,,,CLE,AL,,4,
1985,wilss001,Da,,,TEX,AL,,4,
1978,wittm001,Da,,,CAL,AL,,4,
1991,wojcs001,Da,,,OAK,AL,,4,
1978,woodm001,Da,,,OAK,AL,,4,
2000,woodm003,Da,,,DET,AL,,4,
1977,wrigg001,Da,,,TEX,AL,,4,
1969,wrigj103,Da,,,BOS,AL,,4,
1967,yeags001,Da,,,LAN,NL,,4,
1981,younc001,Da,,,OAK,AL,,4,
2002,yound004,Da,,,LAN,NL,,4,
2007,zawal001,Da,,,SDN,NL,,4,
1971,zdebj101,Da,,,KCA,AL,,4,
2010,dysos001,Da,,,TOR,AL,,4,
2006,robid002,Da,,,KCA,AL,,4,
2007,mcfat001,Da,,,CLE,AL,,4,
2008,josec001,Da,,,NYA,AL,,4,
2011,aschc001,Da,,,PHI,NL,,4,
2010,chapk002,Da,,,KCA,AL,,4,
2008,boshb001,Da,,,ANA,AL,,4,
2007,lamba001,Da,,,LAN,NL,,4,
2009,stasm001,Da,,,OAK,AL,,4,
2009,goinr001,Da,,,TOR,AL,,4,
2010,paxtj001,Da,,,SEA,AL,,4,
2009,dwyec001,Da,,,KCA,AL,,4,
2010,rosis001,Da,,,SFN,NL,,4,
2009,jonej005,Da,,,SEA,AL,,4,
2011,marse001,Da,,,ARI,NL,,4,
2013,crock001,Da,,,CLE,AL,,4,
2003,romaj003,Da,,,ATL,NL,,4,
2010,ceccg001,Da,,,BOS,AL,,4,
2012,verhd001,Da,,,DET,AL,,4,
2008,may-t001,Da,,,PHI,NL,,4,
2006,holdj001,Da,,,NYN,NL,,4,
2012,walkc002,Da,,,BAL,AL,,4,
2011,grahj002,Da,,,ATL,NL,,4,
2010,stanc002,Da,,,SLN,NL,,4,
2010,colea002,Da,,,WAS,NL,,4,
2010,rosae001,Da,,,MIN,AL,,4,
2009,cecid001,Da,,,NYN,NL,,4,
2012,wagnt001,Da,,,MIL,NL,,4,
2012,moscj001,Da,,,CIN,NL,,4,
2010,willm007,Da,,,NYA,AL,,4,
2005,broam001,Da,,,ATL,NL,,4,
2011,ramin002,Da,,,BOS,AL,,4,
2009,sampk001,Da,,,SDN,NL,,4,
2011,hickj001,Da,,,SEA,AL,,4,
2012,ashea001,Da,,,TEX,AL,,4,
2011,zycht001,Da,,,CHN,NL,,4,
2009,hazej001,Da,,,BOS,AL,,4,
2008,melvt001,Da,,,KCA,AL,,4,
2012,okers001,Da,,,SFN,NL,,4,
2011,clevm001,Da,,,ANA,AL,,4,
2009,morra002,Da,,,WAS,NL,,4,
2014,mengd001,Da,,,HOU,AL,,4,
2012,kivlp001,Da,,,SEA,AL,,4,
2013,pattj005,Da,,,COL,NL,,4,
2012,ruizr002,Da,,,HOU,NL,,4,
2010,robid003,Da,,,TEX,AL,,4,
2014,montj004,Da,,,NYA,AL,,4,
2013,coved001,Da,,,OAK,AL,,4,
2013,bellc002,Da,,,LAN,NL,,4,
2008,ortid002,Da,,,MIN,AL,,4,
2013,piven001,Da,,,WAS,NL,,4,
2011,pillt001,Da,,,NYN,NL,,4,
2015,dejop001,Da,,,SLN,NL,,4,
2013,liveb001,Da,,,CIN,NL,,4,
2013,wadet002,Da,,,NYA,AL,,4,
2012,mejia002,Da,,,SLN,NL,,4,
2013,willt003,Da,,,MIL,NL,,4,
2015,calhw001,Da,,,LAN,NL,,4,
2016,luccj001,Da,,,SDN,NL,,4,
2014,yarbr001,Da,,,SEA,AL,,4,
2013,kinei001,Da,,,TEX,AL,,4,
2011,brewc002,Da,,,PIT,NL,,4,
2010,kingn001,Da,,,PIT,NL,,4,
2016,biebs001,Da,,,CLE,AL,,4,
2012,lockw001,Da,,,SDN,NL,,4,
2013,gomba001,Da,,,SLN,NL,,4,
2016,burnc002,Da,,,MIL,NL,,4,
2014,soboc001,Da,,,ATL,NL,,4,
2012,deana001,Da,,,MIA,NL,,4,
2012,buttt001,Da,,,BOS,AL,,4,
2016,wilsb003,Da,,,ATL,NL,,4,
2013,gonss001,Da,,,MIN,AL,,4,
2014,brigj002,Da,,,LAN,NL,,4,
2012,brenb003,Da,,,CHA,AL,,4,
2014,martb002,Da,,,TEX,AL,,4,
2015,bolts001,Da,,,OAK,AL,,4,
2011,ramin003,Da,,,MIL,NL,,4,
2015,allea001,Da,,,SDN,NL,,4,
2014,webbl001,Da,,,SFN,NL,,4,
2013,wongk002,Da,,,TBA,AL,,4,
1986,armsj001,Dn,,,SFN,NL,,3,
1969,arror101,Dn,,,SDN,NL,S,3,
1969,arror101,Dn,,,PHI,NL,S,3,
1968,austr101,Dn,,,SLN,NL,S,3,
1965,baned101,Dn,,,CAL,AL,,3,
1973,bannf001,Dn,,,OAK,AL,,3,
1968,barrj101,Dn,,,PHI,NL,S,3,
1969,barrj101,Dn,,,PIT,NL,S,3,
1978,barrm001,Dn,,,NYN,NL,,3,
1978,bilad001,Dn,,,SEA,AL,,3,
1983,bitkj001,Dn,,,DET,AL,,3,
1977,blacb001,Dn,,,SFN,NL,,3,
1966,bobbr101,Dn,,,CAL,AL,,3,
1986,borbp001,Dn,,,LAN,NL,S,3,
1971,bowes101,Dn,,,MON,NL,S,3,
1985,brilg001,Dn,,,LAN,NL,,3,
1985,brilg001,Dn,,,CLE,AL,S,3,
1986,brisj001,Dn,,,MIL,AL,,3,
1985,browk003,Dn,,,PHI,NL,S,3,
1985,brusj001,Dn,,,SEA,AL,S,3,
1976,butcj001,Dn,,,ATL,NL,S,3,
1966,camil101,Dn,,,WS2,AL,,3,
1985,carts001,Dn,,,MIL,AL,,3,
1985,carts001,Dn,,,MIL,AL,S,3,
1970,cornm101,Dn,,,WS2,AL,,3,
1971,cornm101,Dn,,,NYN,NL,S,3,
1979,crimc001,Dn,,,CHN,NL,,3,
1972,cromw101,Dn,,,MIN,AL,S,3,
1983,cronc001,Dn,,,DET,AL,S,3,
1982,danik001,Dn,,,NYN,NL,,3,
1979,dedmj001,Dn,,,OAK,AL,S,3,
1979,diazc001,Dn,,,SEA,AL,,3,
1966,dufff101,Dn,,,ATL,NL,,3,
1980,ellss001,Dn,,,CLE,AL,S,3,
1967,evand001,Dn,,,PHI,NL,S,3,
1967,folkr101,Dn,,,CHA,AL,S,3,
1984,fortt001,Dn,,,CLE,AL,S,3,
1978,gaetg001,Dn,,,CHA,AL,S,3,
1966,garvs001,Dn,,,MIN,AL,,3,
1973,gaudj101,Dn,,,ATL,NL,,3,
1966,gentg101,Dn,,,SFN,NL,S,3,
1972,gidej101,Dn,,,DET,AL,,3,
1974,grahd101,Dn,,,PHI,NL,S,3,
1988,greet002,Dn,,,CIN,NL,,3,
1985,grosk002,Dn,,,SLN,NL,,3,
1969,grubj001,Dn,,,BOS,AL,,3,
1970,grubj001,Dn,,,ATL,NL,S,3,
2001,guthj001,Dn,,,PIT,NL,,3,
2007,harvm001,Dn,,,ANA,AL,,3,
1983,higgm001,Dn,,,TEX,AL,S,3,
1995,hinca001,Dn,,,MIN,AL,,3,
1980,huntr001,Dn,,,NYA,AL,S,3,
1984,irvid001,Dn,,,BOS,AL,,3,
1982,jackk001,Dn,,,TOR,AL,,3,
1967,johnb105,Dn,,,SLN,NL,,3,
1967,johnj105,Dn,,,HOU,NL,S,3,
1967,jutzs101,Dn,,,DET,AL,S,3,
1981,krukj001,Dn,,,PIT,NL,,3,
1970,kuipd001,Dn,,,CIN,NL,S,3,
1986,lankr001,Dn,,,CHN,NL,,3,
1969,laroj101,Dn,,,NYA,AL,,3,
1978,leepd001,Dn,,,MIN,AL,,3,
1971,lewad101,Dn,,,ATL,NL,,3,
1979,lindb001,Dn,,,CAL,AL,S,3,
2005,lindj004,Dn,,,HOU,NL,,3,
1987,livis001,Dn,,,OAK,AL,,3,
1978,lozaw001,Dn,,,MIN,AL,S,3,
1970,lynnf001,Dn,,,NYA,AL,,3,
1973,maddj101,Dn,,,MIN,AL,S,3,
1976,maddm001,Dn,,,PIT,NL,,3,
1982,magrj001,Dn,,,PIT,NL,,3,
1985,martt002,Dn,,,BOS,AL,,3,
1981,marzj001,Dn,,,MIN,AL,,3,
1973,mcclb001,Dn,,,LAN,NL,,3,
1982,medil001,Dn,,,NYA,AL,S,3,
1983,medil001,Dn,,,OAK,AL,S,3,
1978,meied001,Dn,,,SLN,NL,S,3,
1979,melvb001,Dn,,,BAL,AL,,3,
1965,messa101,Dn,,,DET,AL,,3,
2003,milla002,Dn,,,TBA,AL,,3,
1973,minec101,Dn,,,LAN,NL,S,3,
1973,mitcc101,Dn,,,NYA,AL,S,3,
1978,moorm001,Dn,,,SLN,NL,,3,
2005,morrb002,Dn,,,TBA,AL,,3,
1978,mullf001,Dn,,,DET,AL,,3,
1966,muset101,Dn,,,SFN,NL,,3,
1982,myerr001,Dn,,,CIN,NL,,3,
1989,nevip001,Dn,,,LAN,NL,,3,
1979,newma001,Dn,,,CAL,AL,,3,
1980,newma001,Dn,,,TEX,AL,,3,
1975,niemr001,Dn,,,MIN,AL,,3,
1980,niett001,Dn,,,PIT,NL,S,3,
1980,onear001,Dn,,,MIL,AL,S,3,
1980,onear001,Dn,,,CIN,NL,S,3,
1986,pattj001,Dn,,,SDN,NL,,3,
1983,pattk001,Dn,,,PHI,NL,S,3,
1968,peter103,Dn,,,NYN,NL,S,3,
1969,pierj101,Dn,,,ATL,NL,S,3,
1972,poloj101,Dn,,,PIT,NL,,3,
1970,pottm101,Dn,,,DET,AL,,3,
1971,putme101,Dn,,,WS2,AL,,3,
1995,putzj001,Dn,,,CHA,AL,,3,
1982,reedj003,Dn,,,TEX,AL,,3,
1966,reids101,Dn,,,CLE,AL,S,3,
1967,reusp101,Dn,,,WS2,AL,S,3,
1968,reusp101,Dn,,,CAL,AL,S,3,
1976,roenr001,Dn,,,DET,AL,S,3,
1979,romar001,Dn,,,TOR,AL,,3,
1980,romik001,Dn,,,CAL,AL,,3,
1985,rusks001,Dn,,,CLE,AL,,3,
1984,sanfm001,Dn,,,NYA,AL,,3,
1981,santn001,Dn,,,MON,NL,,3,
1986,schwm001,Dn,,,MIN,AL,S,3,
1967,skokc101,Dn,,,BOS,AL,,3,
1984,smitd003,Dn,,,TOR,AL,,3,
2009,spenj001,Dn,,,ANA,AL,,3,
1971,stags101,Dn,,,OAK,AL,S,3,
1965,stinb101,Dn,,,KC1,AL,,3,
1976,stodb001,Dn,,,ATL,NL,S,3,
1976,stodb001,Dn,,,OAK,AL,S,3,
1971,tamaj101,Dn,,,BOS,AL,S,3,
1979,teuft001,Dn,,,CHA,AL,S,3,
1974,tobid001,Dn,,,MON,NL,,3,
1978,vande001,Dn,,,SDN,NL,,3,
1967,varnp101,Dn,,,HOU,NL,S,3,
1985,vaugg001,Dn,,,CAL,AL,S,3,
1979,vosbe001,Dn,,,SLN,NL,,3,
1979,wardc001,Dn,,,CAL,AL,S,3,
1967,wardc101,Dn,,,CHA,AL,,3,
1987,willb001,Dn,,,PIT,NL,,3,
1998,zitob001,Dn,,,TEX,AL,,3,
2007,dietd001,Dn,,,HOU,NL,,3,
2007,workb001,Dn,,,PHI,NL,,3,
2011,obrip002,Dn,,,COL,NL,,3,
2009,barrj002,Dn,,,TOR,AL,,3,
2010,stanr002,Dn,,,SEA,AL,,3,
2011,cronk001,Dn,,,SEA,AL,,3,
1985,abbop001,Da,,,MIN,AL,,3,
1973,adamb105,Da,,,DET,AL,,3,
1997,affej001,Da,,,KCA,AL,,3,
1997,aguic001,Da,,,FLO,NL,,3,
1983,aguir001,Da,,,NYN,NL,,3,
1977,andeb101,Da,,,SEA,AL,,3,
1996,andrc001,Da,,,TOR,AL,,3,
1987,ariaa001,Da,,,CHN,NL,,3,
1995,arrob001,Da,,,PIT,NL,,3,
1983,asadr001,Da,,,TEX,AL,,3,
1969,ashba001,Da,,,CLE,AL,,3,
1988,ashlb001,Da,,,LAN,NL,,3,
1992,bailr001,Da,,,COL,NL,,3,
1976,baldr102,Da,,,HOU,NL,,3,
1999,bardj001,Da,,,COL,NL,,3,
1969,barer101,Da,,,SLN,NL,S,3,
1980,bargg001,Da,,,MON,NL,,3,
1996,barkk001,Da,,,MIL,AL,,3,
1973,barkl001,Da,,,TEX,AL,,3,
1970,barrj101,Da,,,SFN,NL,S,3,
1975,barrj102,Da,,,SFN,NL,,3,
2006,batea001,Da,,,BOS,AL,,3,
1987,batik002,Da,,,PHI,NL,,3,
1998,bechs001,Da,,,BAL,AL,,3,
1990,beckr002,Da,,,MIN,AL,,3,
1978,bedrs001,Da,,,ATL,NL,,3,
1995,bellr003,Da,,,ATL,NL,,3,
1987,benjm001,Da,,,SFN,NL,,3,
1969,birdd101,Da,,,KCA,AL,S,3,
1999,blalh001,Da,,,TEX,AL,,3,
1969,blanl101,Da,,,ATL,NL,,3,
1999,bloow001,Da,,,SEA,AL,,3,
1994,blumj001,Da,,,KCA,AL,,3,
1969,blylb001,Da,,,MIN,AL,,3,
2006,boesb001,Da,,,DET,AL,,3,
1978,bonnb101,Da,,,BAL,AL,,3,
1994,boona001,Da,,,CIN,NL,,3,
1980,bordr001,Da,,,OAK,AL,,3,
2004,bowkj001,Da,,,SFN,NL,,3,
2000,boyeb001,Da,,,ATL,NL,,3,
1981,bradp001,Da,,,SEA,AL,,3,
1981,brads001,Da,,,NYA,AL,,3,
1974,breif001,Da,,,PIT,NL,,3,
1988,brisj001,Da,,,OAK,AL,,3,
2006,britz001,Da,,,BAL,AL,,3,
1992,browb003,Da,,,CHN,NL,,3,
1977,browd001,Da,,,DET,AL,,3,
1967,burcl101,Da,,,LAN,NL,S,3,
1978,burnb001,Da,,,CHA,AL,,3,
2003,buscb001,Da,,,SFN,NL,,3,
1996,butlb002,Da,,,SLN,NL,,3,
1971,cagew101,Da,,,CLE,AL,,3,
1980,calhj001,Da,,,HOU,NL,,3,
1969,cambf101,Da,,,PIT,NL,,3,
1984,camik001,Da,,,HOU,NL,,3,
1967,camil101,Da,,,CLE,AL,S,3,
1979,caprn001,Da,,,TEX,AL,,3,
2008,carpc003,Da,,,CHN,NL,,3,
1967,carrd104,Da,,,SFN,NL,,3,
1972,cartg001,Da,,,MON,NL,,3,
1971,cashr101,Da,,,DET,AL,S,3,
1994,casta002,Da,,,SFN,NL,,3,
1994,castc002,Da,,,CHA,AL,,3,
1976,castj001,Da,,,MIN,AL,,3,
2003,castk001,Da,,,MON,NL,,3,
1975,castt101,Da,,,SDN,NL,,3,
1968,cey-r001,Da,,,LAN,NL,S,3,
1996,chacs001,Da,,,COL,NL,,3,
1965,chamb101,Da,,,PHI,NL,,3,
2003,chicm001,Da,,,ARI,NL,,3,
1983,clarm001,Da,,,ATL,NL,,3,
1993,clemm001,Da,,,SDN,NL,,3,
1987,coles001,Da,,,KCA,AL,,3,
1968,compc101,Da,,,ATL,NL,,3,
1981,coned001,Da,,,KCA,AL,,3,
1987,cools001,Da,,,TEX,AL,,3,
1975,coopg101,Da,,,ATL,NL,,3,
1986,coops001,Da,,,BOS,AL,,3,
1996,coraa001,Da,,,LAN,NL,,3,
1984,corbs001,Da,,,CAL,AL,,3,
2006,couss001,Da,,,FLO,NL,,3,
1997,cresc001,Da,,,NYN,NL,,3,
1990,cresf001,Da,,,TOR,AL,,3,
1989,cromt001,Da,,,SLN,NL,,3,
1979,crowd101,Da,,,LAN,NL,,3,
1976,davij001,Da,,,NYN,NL,,3,
1977,davim002,Da,,,OAK,AL,,3,
1976,davir001,Da,,,CHN,NL,,3,
2004,daviw001,Da,,,TBA,AL,,3,
1970,decid001,Da,,,BAL,AL,S,3,
1979,delej001,Da,,,PIT,NL,,3,
2007,demes001,Da,,,OAK,AL,,3,
1995,dempr002,Da,,,TEX,AL,,3,
1977,desaj001,Da,,,SLN,NL,,3,
2007,descd001,Da,,,SLN,NL,,3,
2004,desmi001,Da,,,MON,NL,,3,
1972,dethb101,Da,,,LAN,NL,,3,
1968,dettt101,Da,,,PIT,NL,S,3,
1983,dewij001,Da,,,TOR,AL,,3,
2001,dinal001,Da,,,NYN,NL,,3,
1989,dipoj001,Da,,,CLE,AL,,3,
1980,dixok001,Da,,,BAL,AL,,3,
2006,donaj002,Da,,,PHI,NL,,3,
2003,doved001,Da,,,SLN,NL,,3,
1980,dowek001,Da,,,PHI,NL,S,3,
1997,downs001,Da,,,CHN,NL,,3,
2005,duenb001,Da,,,MIN,AL,,3,
2007,duffd001,Da,,,KCA,AL,,3,
2002,dukee001,Da,,,TBA,AL,,3,
1996,durbc001,Da,,,KCA,AL,,3,
1969,eastr101,Da,,,CIN,NL,,3,
1972,ecked001,Da,,,CLE,AL,,3,
1992,eddyc001,Da,,,KCA,AL,,3,
1991,edmob001,Da,,,DET,AL,,3,
1990,ellir001,Da,,,CHA,AL,,3,
2007,ely-j001,Da,,,CHA,AL,,3,
1978,engld001,Da,,,CAL,AL,,3,
1977,ericr101,Da,,,MIN,AL,,3,
2008,espid001,Da,,,WAS,NL,,3,
2003,feier001,Da,,,SEA,AL,,3,
1981,feldm001,Da,,,MIL,AL,,3,
1981,ferns001,Da,,,LAN,NL,,3,
2008,fifes001,Da,,,BOS,AL,,3,
2004,fiorj001,Da,,,BAL,AL,,3,
1990,flemd001,Da,,,SEA,AL,,3,
1998,foggj001,Da,,,CHA,AL,,3,
1989,fordb001,Da,,,NYN,NL,,3,
1999,fordm001,Da,,,TOR,AL,,3,
1968,fostg001,Da,,,SFN,NL,,3,
2003,fox-j001,Da,,,CHN,NL,,3,
1990,franm002,Da,,,NYN,NL,,3,
2004,frazj001,Da,,,DET,AL,,3,
1966,frisd101,Da,,,NYN,NL,S,3,
1969,fritl101,Da,,,NYN,NL,S,3,
1992,gandg001,Da,,,MIN,AL,,3,
2004,garcc002,Da,,,NYA,AL,,3,
1971,garck001,Da,,,BAL,AL,,3,
2005,gardb001,Da,,,NYA,AL,,3,
2003,garkr001,Da,,,CLE,AL,,3,
1967,garrr101,Da,,,ATL,NL,,3,
2005,geerj001,Da,,,SDN,NL,,3,
1967,gentg101,Da,,,NYN,NL,S,3,
2003,giart001,Da,,,DET,AL,,3,
1978,gibsp001,Da,,,CIN,NL,,3,
1969,gilbb101,Da,,,DET,AL,,3,
1970,gilbr101,Da,,,ATL,NL,,3,
1978,gileb001,Da,,,NYN,NL,,3,
2006,gillc002,Da,,,MIL,NL,,3,
2001,godwt001,Da,,,TOR,AL,,3,
1986,goffj001,Da,,,SEA,AL,,3,
1992,gomec001,Da,,,DET,AL,,3,
1972,gordm101,Da,,,CHN,NL,,3,
1997,grabj002,Da,,,PIT,NL,,3,
1999,grama001,Da,,,NYA,AL,,3,
2002,granc001,Da,,,DET,AL,,3,
1982,greem001,Da,,,BOS,AL,,3,
1968,greib101,Da,,,HOU,NL,,3,
1999,grifj001,Da,,,NYN,NL,,3,
1976,grifm001,Da,,,TEX,AL,,3,
1988,grism001,Da,,,MON,NL,,3,
1971,guidr001,Da,,,NYA,AL,,3,
1981,gwynt001,Da,,,SDN,NL,,3,
1982,habyj001,Da,,,BAL,AL,,3,
1970,hairj001,Da,,,CHA,AL,,3,
2001,hairs001,Da,,,ARI,NL,,3,
1966,hallt101,Da,,,MIN,AL,,3,
2001,hannj001,Da,,,DET,AL,,3,
2004,happj001,Da,,,PHI,NL,,3,
1990,hardj002,Da,,,CLE,AL,,3,
1997,harpt002,Da,,,BOS,AL,,3,
2003,harrm001,Da,,,ATL,NL,,3,
1990,hatcc001,Da,,,HOU,NL,,3,
1994,heisr001,Da,,,CLE,AL,,3,
1983,hengd001,Da,,,SEA,AL,,3,
1998,hensd001,Da,,,NYA,AL,,3,
1971,hernl001,Da,,,SLN,NL,,3,
1966,hibbj101,Da,,,LAN,NL,S,3,
2007,hickb002,Da,,,ATL,NL,,3,
1996,hinca001,Da,,,OAK,AL,,3,
2001,hincm001,Da,,,MON,NL,,3,
1969,hintr101,Da,,,CHA,AL,S,3,
2008,hoesl001,Da,,,BAL,AL,,3,
1988,holbr001,Da,,,SDN,NL,,3,
1991,hollt001,Da,,,LAN,NL,,3,
1992,holtc001,Da,,,HOU,NL,,3,
1967,houst101,Da,,,ATL,NL,S,3,
1982,howek001,Da,,,LAN,NL,,3,
1990,huisr001,Da,,,SFN,NL,,3,
1969,huntb104,Da,,,BOS,AL,,3,
2006,huntc001,Da,,,SDN,NL,,3,
1986,jeffr001,Da,,,CIN,NL,,3,
1988,johnj005,Da,,,KCA,AL,,3,
1967,johnj105,Da,,,SFN,NL,S,3,
1968,johnl101,Da,,,CHA,AL,,3,
1996,johnn001,Da,,,NYA,AL,,3,
